,index,food_start,food_end,food_text,chemical_start,chemical_end,chemical_text,chemical_id,sentence,supported_by,contains_relation,name,ncbi_taxonomy_id,itis_id,wikipedia_id,food_group,food_subgroup,foodb_public_id
490,1330,447.0,452.0,water,352.0,360.0,chromium,CIDs00014012,Metals and their ions or complexes (and thus chromium substances) are included in the indicative list of main pollutants (Annex VIII of the Water Framework Directive (2000/60/EC)).,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
491,1331,269.0,274.0,water,193.0,209.0,propylene glycol,CIDs00001030;CIDs00008299;CIDs53815669,"They produce vapor through heating of the refill liquids (e-liquids) which consist of propylene glycol, vegetable glycerin, nicotine (in various concentrations), water and flavoring agents.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
492,1332,269.0,274.0,water,221.0,229.0,glycerin,CIDs00000753,"They produce vapor through heating of the refill liquids (e-liquids) which consist of propylene glycol, vegetable glycerin, nicotine (in various concentrations), water and flavoring agents.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
493,1333,269.0,274.0,water,231.0,239.0,nicotine,CIDs00089594,"They produce vapor through heating of the refill liquids (e-liquids) which consist of propylene glycol, vegetable glycerin, nicotine (in various concentrations), water and flavoring agents.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
494,1334,76.0,81.0,water,0.0,7.0,Arsenic,CIDs05359596,Arsenic is ubiquitously found metalloid that commonly contaminates drinking water and agricultural food.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
495,1335,320.0,325.0,water,281.0,293.0,perchlorates,,"In view of their inherent characteristics, such as high solubility, mobility, persistence, and low affinity for the surface of soil, perchlorates are mobilized through the water-soil system and accumulate in edible plant species of high human consumption.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
496,1346,1375.0,1380.0,water,1271.0,1277.0,oxygen,CIDs00000977,"However, the Pearson's matrix results reveal that the anaerobic biodegradation potential of FW was highly related to the total chemical oxygen demand (tCOD), the total solid content (TS), the high weight organic matter molecules soluble in water (SOL",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
497,1371,321.0,326.0,water,289.0,311.0,n-Hexane-ethyl acetate,,n-Hexane-ethyl acetate-methanol-water 3:5:3:5 (v/v) was selected as the first dimension solvent system to purify quercetin (4) and kaempferol (5).,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
498,1372,321.0,326.0,water,312.0,320.0,methanol,,n-Hexane-ethyl acetate-methanol-water 3:5:3:5 (v/v) was selected as the first dimension solvent system to purify quercetin (4) and kaempferol (5).,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
499,1373,321.0,326.0,water,402.0,411.0,quercetin,CIDs05280343,n-Hexane-ethyl acetate-methanol-water 3:5:3:5 (v/v) was selected as the first dimension solvent system to purify quercetin (4) and kaempferol (5).,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
500,1374,321.0,326.0,water,420.0,430.0,kaempferol,CIDs05280863,n-Hexane-ethyl acetate-methanol-water 3:5:3:5 (v/v) was selected as the first dimension solvent system to purify quercetin (4) and kaempferol (5).,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
501,1379,118.0,123.0,water,129.0,134.0,CO(2),,"Photosynthetic organisms, such as cyanobacteria, algae, and plants, sustain life on earth by converting light energy, water, and CO(2) into chemical energy.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
502,1424,553.0,558.0,water,482.0,489.0,sucrose,CIDs00005988,"Since such an effect may be explained by an increase in caloric expenditure, possibly due to activation of the sympathetic nervous system by sucrose ingestion, in this work, and using 10% sucrose in the drinking water, male Wistar rats were divided into 4 groups.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
503,1466,852.0,857.0,water,923.0,929.0,iodine,CIDs00000807;CIDs05360629,The water-holding capacity of precipitates precipitated in the presence of iodine was higher than that of those without iodine.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
504,1469,586.0,591.0,water,472.0,490.0,phenylacetaldehyde,CIDs00000998,"Analysis of the data indicated that phenylacetaldehyde, the Strecker aldehyde of phenylalanine, is the most effective precursor and that both air and water significantly enhanced the rate of benzaldehyde formation from phenylacetaldehyde.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
505,1470,586.0,591.0,water,496.0,513.0,Strecker aldehyde,,"Analysis of the data indicated that phenylacetaldehyde, the Strecker aldehyde of phenylalanine, is the most effective precursor and that both air and water significantly enhanced the rate of benzaldehyde formation from phenylacetaldehyde.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
506,1471,586.0,591.0,water,517.0,530.0,phenylalanine,CIDs00817923;CIDs00006140;CIDs00000994,"Analysis of the data indicated that phenylacetaldehyde, the Strecker aldehyde of phenylalanine, is the most effective precursor and that both air and water significantly enhanced the rate of benzaldehyde formation from phenylacetaldehyde.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
507,1472,586.0,591.0,water,627.0,639.0,benzaldehyde,CIDs00000240,"Analysis of the data indicated that phenylacetaldehyde, the Strecker aldehyde of phenylalanine, is the most effective precursor and that both air and water significantly enhanced the rate of benzaldehyde formation from phenylacetaldehyde.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
508,1482,29.0,34.0,water,35.0,42.0,arsenic,CIDs05359596,Chronic exposure to drinking water arsenic is a significant worldwide environmental health concern.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
509,1534,24.0,29.0,water,88.0,120.0,polycyclic aromatic hydrocarbons,,Numerous studies of the water-soluble fraction (WSF) from crude oil have concluded that polycyclic aromatic hydrocarbons (PAHs) are the primary causative agents for early life stage (ELS) fish toxicity.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
510,1600,477.0,482.0,water,321.0,331.0,Superoxide,,"Superoxide is highly reactive with halogenated compounds when both are dissolved in nonaqueous media; however, superoxide is most economically generated in water, where it is unreactive with most organic compounds.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
511,1601,477.0,482.0,water,432.0,442.0,superoxide,,"Superoxide is highly reactive with halogenated compounds when both are dissolved in nonaqueous media; however, superoxide is most economically generated in water, where it is unreactive with most organic compounds.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
512,1624,35.0,40.0,water,63.0,73.0,phosphorus,CIDs00024404;CIDs00139579,Many areas in the world face clean water scarcity problems and phosphorus reserves are likely to be depleted in the near future.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
513,1632,418.0,423.0,water,247.0,257.0,piperidine,CIDs00008082,"It is used in the production of piperidine, an intermediate in the manufacture of rubber and mepiquat chloride, and as an intermediate and solvent in the preparation of vitamins and drugs, dyes, textile water repellants, and flavoring agents in food.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
514,1639,62.0,67.0,water,0.0,10.0,Phosphorus,,Phosphorus (P) use in excess of crop needs may impact surface water quality and contribute to eutrophication.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
515,1642,229.0,234.0,water,205.0,218.0,ethyl acetate,,"The optimized conditions involved the biphasic solvent system ethyl acetate/n-butanol/water (3:2:5, v/v), the lipophilic anion-exchanger Aliquat 336 (trioctylmethylammonium chloride, 160 and 408 mM) and a sodium iodide solution (80 and 272 mM) as displacer.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
516,1643,229.0,234.0,water,219.0,228.0,n-butanol,,"The optimized conditions involved the biphasic solvent system ethyl acetate/n-butanol/water (3:2:5, v/v), the lipophilic anion-exchanger Aliquat 336 (trioctylmethylammonium chloride, 160 and 408 mM) and a sodium iodide solution (80 and 272 mM) as displacer.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
517,1644,229.0,234.0,water,280.0,291.0,Aliquat 336,CIDs00021218,"The optimized conditions involved the biphasic solvent system ethyl acetate/n-butanol/water (3:2:5, v/v), the lipophilic anion-exchanger Aliquat 336 (trioctylmethylammonium chloride, 160 and 408 mM) and a sodium iodide solution (80 and 272 mM) as displacer.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
518,1645,229.0,234.0,water,293.0,324.0,trioctylmethylammonium chloride,CIDs00021218,"The optimized conditions involved the biphasic solvent system ethyl acetate/n-butanol/water (3:2:5, v/v), the lipophilic anion-exchanger Aliquat 336 (trioctylmethylammonium chloride, 160 and 408 mM) and a sodium iodide solution (80 and 272 mM) as displacer.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
519,1646,229.0,234.0,water,348.0,361.0,sodium iodide,CIDs00005238,"The optimized conditions involved the biphasic solvent system ethyl acetate/n-butanol/water (3:2:5, v/v), the lipophilic anion-exchanger Aliquat 336 (trioctylmethylammonium chloride, 160 and 408 mM) and a sodium iodide solution (80 and 272 mM) as displacer.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
520,1699,137.0,142.0,water,105.0,112.0,arsenic,CIDs05359596,Populations of villages of eastern India and Bangladesh and many other parts of the world are exposed to arsenic mainly through drinking water.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
521,1707,67.0,72.0,water,0.0,14.0,Graphene oxide,,Graphene oxide (GO) has shown a high potential to adsorb and store water molecules due to the oxygen-containing functional groups on its hydrophilic surface.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
522,1708,67.0,72.0,water,94.0,100.0,oxygen,CIDs00000977,Graphene oxide (GO) has shown a high potential to adsorb and store water molecules due to the oxygen-containing functional groups on its hydrophilic surface.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
523,1731,531.0,536.0,water,458.0,468.0,amino acid,,The high hydrophobic amino acid content is a major contributor to the solubility behavior and water resistance of the basic subunits.,butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
524,1746,358.0,363.0,water,372.0,381.0,vitamin E,CIDs00002116;CIDs00014985,"The water-soluble vitamin E analogue Trolox C also stimulated bleomycin-dependent DNA damage, but not hydroxyl radical generation from ferric-EDTA and H2O2.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
525,1747,358.0,363.0,water,391.0,399.0,Trolox C,CIDs00040634,"The water-soluble vitamin E analogue Trolox C also stimulated bleomycin-dependent DNA damage, but not hydroxyl radical generation from ferric-EDTA and H2O2.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
526,1748,358.0,363.0,water,416.0,425.0,bleomycin,CIDs05360373,"The water-soluble vitamin E analogue Trolox C also stimulated bleomycin-dependent DNA damage, but not hydroxyl radical generation from ferric-EDTA and H2O2.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
527,1749,358.0,363.0,water,456.0,464.0,hydroxyl,,"The water-soluble vitamin E analogue Trolox C also stimulated bleomycin-dependent DNA damage, but not hydroxyl radical generation from ferric-EDTA and H2O2.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
528,1750,358.0,363.0,water,489.0,495.0,ferric,,"The water-soluble vitamin E analogue Trolox C also stimulated bleomycin-dependent DNA damage, but not hydroxyl radical generation from ferric-EDTA and H2O2.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
529,1751,358.0,363.0,water,496.0,500.0,EDTA,,"The water-soluble vitamin E analogue Trolox C also stimulated bleomycin-dependent DNA damage, but not hydroxyl radical generation from ferric-EDTA and H2O2.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
530,1752,358.0,363.0,water,505.0,509.0,H2O2,CIDs00000784,"The water-soluble vitamin E analogue Trolox C also stimulated bleomycin-dependent DNA damage, but not hydroxyl radical generation from ferric-EDTA and H2O2.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
531,1792,647.0,652.0,water,594.0,596.0,Cd,,"In crop plants, the toxicity of Cd reduces uptake and translocation of nutrients and water, increases oxidative damage, disrupts plant metabolism, and inhibits plant morphology and physiology.",butter|foodb_non_scientific,0,water,,,Water,Beverages,Waters,FOOD00664
